temperature,vibration,pressure,humidity,rotation_speed,voltage,current,oil_level,load,motor_temperature,gearbox_temperature,sound_level,fan_speed,reactive_power,active_power,machine_failure,timestamp,avg_defect_rate,total_output,total_downtime_minutes,has_downtime,temperature_normalized,vibration_normalized,pressure_normalized,humidity_normalized,rotation_speed_normalized,voltage_normalized,current_normalized,oil_level_normalized,load_normalized,motor_temperature_normalized,gearbox_temperature_normalized,sound_level_normalized,fan_speed_normalized,reactive_power_normalized,active_power_normalized,avg_defect_rate_normalized,total_output_normalized,total_downtime_minutes_normalized,defect_incident
77.48357077,0.639935544,27.97446518,30.46096221,1456.82532,215.7624032,4.442959321,73.92592541,79.66974736,63.82701078,61.60752635,71.46546094,1258.740703,50.05868185,97.75759044,0,2024-01-01 00:00:00,0.0,0.0,0.0,0,0.5269216394838341,0.7075481794543216,0.3375206319635969,0.16551384960599855,0.36778254001666016,0.4127761355746499,0.25610642371788966,0.6572906055326934,0.5272539508726114,0.7006368033788657,0.4155207243368642,0.32537929751046,0.6523361134478389,0.47520717822552344,0.4799533259256822,0,0,0.0,0
74.30867849,0.592463368,29.56644399,35.69807495,1498.439826,215.4658589,4.684534583,61.11159519,74.9634974,65.36706351,63.47250268,76.29855121,1106.050953,52.63719326,97.89165281,0,2024-01-01 01:00:00,0.0,0.0,0.0,0,0.4374123977688902,0.6301499477573655,0.41392125303040056,0.33520449013867004,0.5001102341094055,0.4078319286666828,0.3335137038226637,0.2807333672929216,0.46201656711210093,0.7466719186789766,0.4762031725483316,0.5639321230785879,0.1489974918142812,0.554406202686327,0.4820254107583315,0,0,0.0,0
78.23844269,0.505963037,27.62274024,37.93197233,1500.900844,202.0435683,4.528969908,73.57372825,78.27625043,62.49344956,62.01309469,78.33225952,1183.610247,41.94498616,122.3542743,0,2024-01-01 02:00:00,0.0,0.0,86.0,1,0.5482036255142715,0.4891205443316326,0.3206410078807334,0.40758625774912965,0.5079358907941379,0.1840455267521491,0.28366655361183973,0.6469410681313159,0.5079374898337458,0.6607741134030121,0.4287170740129274,0.6643123842839885,0.40467010989658164,0.22599486877918787,0.8601227616873955,0,0,0.7226890756302521,1
82.61514928,0.435306322,29.07611541,49.43843829,1523.631517,216.6990981,4.726002091,68.83137971,87.14731728,50.28751155,65.55209023,77.26555492,1197.916999,45.40050915,108.093109,0,2024-01-01 03:00:00,0.0,0.0,117.0,1,0.6715954301898299,0.3739224375813586,0.39038990462080464,0.7804137441820037,0.580215916015781,0.4283934089305622,0.34680102049751005,0.5075841420700787,0.6309069872844487,0.2959153311739384,0.5438686231892456,0.611661723493306,0.45183202372336523,0.3321313197363233,0.639700399215094,0,0,0.9831932773109243,1
73.82923313,0.569822331,24.319156,42.78276562,1431.657082,227.3282908,4.892924845,73.53728855,92.77856655,59.22288784,70.98589266,78.25343257,1200.795433,49.25910733,124.8065092,1,2024-01-01 04:00:00,0.0,0.0,0.0,0,0.4238954696867354,0.5932361937388989,0.16209876718187352,0.5647595441259444,0.2877514350236705,0.605611207328492,0.40028760793930823,0.6458702643859222,0.708966583098625,0.5630107817044083,0.7206732449132227,0.6604216248313587,0.46132072222488973,0.4506482324236449,0.8980248123701,0,0,0.0,0
73.82931522,0.539348539,30.63988112,33.32259215,1529.628364,207.2576788,5.418577243,73.88465846,85.70487331,54.22146213,61.14478921,74.36433141,1209.024803,45.56667483,95.03036867,0,2024-01-01 05:00:00,0.0,0.0,0.0,0,0.42389778403727196,0.5435519826359394,0.46543655140812656,0.2582351335640884,0.5992849621637032,0.2709790511969105,0.5687209238047888,0.6560779499778733,0.6109120291705104,0.4135086219797925,0.4004642208939639,0.46846243954631284,0.48844867123726654,0.3372351015942698,0.4378010436343261,0,0,0.0,0
82.89606408,0.589519322,30.00361643,42.43018145,1364.780418,230.4848265,4.839420481,78.03957531,81.01723208,58.98697114,70.00410249,73.6001431,1230.521991,45.92204114,99.15033403,0,2024-01-01 06:00:00,0.0,0.0,101.0,1,0.6795152172304489,0.6253500002168421,0.4349015862606463,0.5533352657841762,0.07509398486109313,0.6582393158882766,0.38314335543312344,0.7781728224597761,0.5459325970425364,0.5559587812928889,0.6887278361768269,0.43074345015598337,0.5593137095055032,0.348150184214841,0.501479745819711,0,0,0.8487394957983193,1
78.83717365,0.56351718,27.54873411,32.26348006,1468.505772,224.8777482,4.207187147,76.76726824,94.9801177,64.90002118,61.09163964,72.78929594,1198.229628,48.25068668,86.67874235,0,2024-01-01 07:00:00,0.0,0.0,0.0,0,0.5650835538691511,0.582956329213997,0.3170893812766391,0.22391824602120225,0.40492457119014086,0.5647539402989523,0.18055861073971496,0.7407852705357292,0.7394841795844995,0.7327111320820252,0.3987348445061215,0.39072146208707637,0.4528625987943355,0.41967457397234126,0.30871725803790967,0,0,0.0,0
72.65262807,0.604955272,31.97773701,45.41345527,1475.586308,212.6576668,5.570033923,76.73285831,76.87163527,61.52575418,60.76186394,74.8323106,1181.597086,53.24790666,91.90433198,0,2024-01-01 08:00:00,0.0,0.0,114.0,1,0.39072362717037573,0.6505166417156988,0.5296415648491543,0.6499980016335768,0.42743958078368643,0.361011663432385,0.6172517607598542,0.7397741128718972,0.48846690943373,0.6318478516420365,0.3880046295887824,0.4915610683417527,0.3980337660498829,0.5731642757813538,0.3894846278373018,0,0,0.957983193277311,1
77.71280022,0.446476479,32.81271041,37.64437674,1531.666341,218.5847036,4.581454933,77.2183516,90.30919338,65.74045433,69.09297309,74.76422761,1179.620533,48.28641112,119.0191315,1,2024-01-01 09:00:00,0.0,0.0,0.0,0,0.5333842695319421,0.3921341664807748,0.5697127554539217,0.39826771100318503,0.6057654138846505,0.4598316248692978,0.30048418219618167,0.7540406417756874,0.6747364749427893,0.7578332829075272,0.6590815818302931,0.48820061183663865,0.3915180997225383,0.4207718507912203,0.8085743755847195,0,0,0.0,0
